,province,city,total,today
116,福建,泉州,"{'dead': 0, 'heal': 1179, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'adcode': '350500', 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:35:08', 'nowConfirm': 8, 'confirm': 1187, 'wzz': 0, 'mediumRiskAreaNum': 0, 'showRate': False, 'showHeal': True, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
117,福建,南平,"{'showRate': False, 'mediumRiskAreaNum': 0, 'heal': 20, 'continueDayZeroLocalConfirmAdd': 16, 'dead': 0, 'showHeal': True, 'wzz': 0, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 0, 'mtime': '2022-07-17 11:35:07', 'nowConfirm': 3, 'confirm': 23, 'highRiskAreaNum': 0, 'adcode': '350700'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
118,福建,福州,"{'showRate': False, 'heal': 71, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 09:49:13', 'adcode': '350100', 'nowConfirm': 2, 'confirm': 74, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 0, 'wzz': 0, 'provinceLocalConfirm': 0, 'grade': '点击查看详情', 'dead': 1, 'showHeal': True}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
119,福建,三明,"{'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:35:07', 'nowConfirm': 1, 'dead': 0, 'mediumRiskAreaNum': 0, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'confirm': 15, 'showRate': False, 'showHeal': True, 'adcode': '350400', 'heal': 14, 'wzz': 0, 'continueDayZeroLocalConfirm': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
120,福建,龙岩,"{'nowConfirm': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'showRate': False, 'showHeal': True, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:33:14', 'highRiskAreaNum': 0, 'adcode': '350800', 'confirm': 6, 'dead': 0, 'heal': 6, 'wzz': 0, 'provinceLocalConfirm': 0}","{'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0}"
121,福建,地区待确认,"{'mtime': '2022-07-17 11:33:31', 'nowConfirm': -167, 'dead': 0, 'showHeal': True, 'continueDayZeroLocalConfirm': 0, 'confirm': 0, 'showRate': False, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 1, 'adcode': '', 'heal': 167, 'wzz': 0, 'mediumRiskAreaNum': 0}","{'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '', 'local_confirm_add': 0, 'confirm': 0}"
122,广西,北海,"{'highRiskAreaNum': 85, 'continueDayZeroLocalConfirmAdd': 0, 'confirm': 113, 'dead': 1, 'mtime': '2022-07-18 10:30:22', 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 70, 'showHeal': True, 'continueDayZeroLocalConfirm': 0, 'adcode': '450500', 'showRate': False, 'heal': 44, 'nowConfirm': 68, 'wzz': 0}","{'confirm': 59, 'confirmCuts': 0, 'isUpdated': True, 'wzz_add': '51', 'local_confirm_add': 59}"
123,广西,钦州,"{'heal': 27, 'showHeal': True, 'wzz': 0, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'grade': '点击查看详情', 'highRiskAreaNum': 0, 'confirm': 27, 'dead': 0, 'showRate': False, 'mediumRiskAreaNum': 0, 'nowConfirm': 0, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-18 10:30:22', 'adcode': '450700'}","{'isUpdated': True, 'wzz_add': '1', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
124,广西,南宁,"{'mtime': '2022-07-18 10:30:22', 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'showRate': False, 'wzz': 0, 'grade': '点击查看详情', 'heal': 60, 'showHeal': True, 'dead': 0, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '450100', 'nowConfirm': 0, 'confirm': 60}","{'isUpdated': True, 'wzz_add': '1', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
125,广西,河池,"{'confirm': 30, 'dead': 1, 'heal': 29, 'showHeal': True, 'mtime': '2022-07-17 11:34:55', 'wzz': 0, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'adcode': '451200', 'nowConfirm': 0, 'showRate': False, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
126,广西,玉林,"{'confirm': 12, 'dead': 0, 'showHeal': True, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:34:55', 'wzz': 0, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirmAdd': 16, 'nowConfirm': 0, 'showRate': False, 'heal': 12, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'adcode': '450900'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
127,广西,贵港,"{'showRate': False, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'nowConfirm': 0, 'wzz': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'provinceLocalConfirm': 0, 'confirm': 8, 'dead': 0, 'heal': 8, 'showHeal': True, 'mtime': '2022-07-17 11:34:57', 'adcode': '450800'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
128,广西,梧州,"{'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'confirm': 5, 'heal': 5, 'wzz': 0, 'continueDayZeroLocalConfirmAdd': 16, 'dead': 0, 'showHeal': True, 'adcode': '450400', 'nowConfirm': 0, 'showRate': False, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:34:56'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
129,广西,柳州,"{'nowConfirm': 0, 'confirm': 24, 'wzz': 0, 'heal': 24, 'continueDayZeroLocalConfirm': 16, 'adcode': '450200', 'showHeal': True, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'mtime': '2022-07-17 11:34:56', 'dead': 0, 'showRate': False, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
130,广西,来宾,"{'nowConfirm': 0, 'confirm': 11, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'adcode': '451300', 'showRate': False, 'continueDayZeroLocalConfirmAdd': 16, 'dead': 0, 'heal': 11, 'showHeal': True, 'wzz': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:34:57'}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
131,广西,百色,"{'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:33:09', 'adcode': '451000', 'showHeal': True, 'highRiskAreaNum': 0, 'showRate': False, 'mediumRiskAreaNum': 0, 'dead': 0, 'heal': 283, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'confirm': 283, 'wzz': 0}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
132,广西,地区待确认,"{'showRate': False, 'showHeal': True, 'confirm': 0, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirmAdd': 1, 'mtime': '2022-07-17 11:31:15', 'nowConfirm': 0, 'wzz': 0, 'continueDayZeroLocalConfirm': 0, 'adcode': '', 'dead': 0, 'heal': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '', 'local_confirm_add': 0}"
133,广西,境外输入,"{'nowConfirm': 0, 'dead': 0, 'wzz': 0, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'confirm': 1014, 'showRate': False, 'heal': 1014, 'showHeal': True, 'continueDayZeroLocalConfirm': 0, 'adcode': '', 'mtime': '2022-07-17 11:31:13', 'continueDayZeroLocalConfirmAdd': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '', 'local_confirm_add': 0}"
134,广西,防城港,"{'dead': 0, 'heal': 90, 'showHeal': True, 'mediumRiskAreaNum': 0, 'confirm': 90, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '450600', 'showRate': False, 'grade': '点击查看详情', 'wzz': 0, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:32:13', 'nowConfirm': 0}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
135,广西,贺州,"{'heal': 4, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:32:13', 'nowConfirm': 0, 'confirm': 4, 'dead': 0, 'wzz': 0, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirmAdd': 16, 'showRate': False, 'showHeal': True, 'continueDayZeroLocalConfirm': 16, 'adcode': '451100'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
136,广西,桂林,"{'confirm': 34, 'showHeal': True, 'dead': 0, 'showRate': False, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'heal': 34, 'grade': '点击查看详情', 'wzz': 0, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:32:12', 'adcode': '450300'}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
137,广西,崇左,"{'showRate': False, 'heal': 2, 'showHeal': True, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'nowConfirm': 0, 'wzz': 0, 'dead': 0, 'grade': '点击查看详情', 'highRiskAreaNum': 0, 'adcode': '451400', 'confirm': 2, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 10:09:38'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '1', 'local_confirm_add': 0}"
138,内蒙古,巴彦淖尔,"{'nowConfirm': 31, 'showRate': False, 'showHeal': True, 'wzz': 0, 'highRiskAreaNum': 0, 'adcode': '150800', 'mediumRiskAreaNum': 11, 'continueDayZeroLocalConfirmAdd': 2, 'confirm': 44, 'dead': 1, 'heal': 12, 'provinceLocalConfirm': 0, 'mtime': '2022-07-17 11:32:14', 'grade': '全部低风险', 'continueDayZeroLocalConfirm': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
139,内蒙古,境外输入,"{'highRiskAreaNum': 0, 'mtime': '2022-07-18 09:58:22', 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 0, 'confirm': 376, 'dead': 0, 'showRate': False, 'showHeal': True, 'wzz': 0, 'adcode': '', 'nowConfirm': 19, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirmAdd': 0, 'heal': 357}","{'confirm': 3, 'confirmCuts': 0, 'isUpdated': True, 'wzz_add': '', 'local_confirm_add': 3}"
140,内蒙古,包头,"{'mediumRiskAreaNum': 0, 'confirm': 39, 'dead': 0, 'wzz': 0, 'provinceLocalConfirm': 0, 'mtime': '2022-07-17 11:35:04', 'nowConfirm': 0, 'grade': '点击查看详情', 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'showRate': False, 'continueDayZeroLocalConfirmAdd': 16, 'heal': 39, 'showHeal': True, 'adcode': '150200'}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
141,内蒙古,阿拉善盟,"{'grade': '点击查看详情', 'wzz': 0, 'provinceLocalConfirm': 0, 'adcode': '152900', 'showRate': False, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:33:19', 'dead': 0, 'confirm': 167, 'heal': 167, 'showHeal': True, 'highRiskAreaNum': 0, 'nowConfirm': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
142,内蒙古,乌海,"{'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'mtime': '2022-07-17 11:33:18', 'confirm': 2, 'showRate': False, 'wzz': 0, 'continueDayZeroLocalConfirm': 16, 'adcode': '150300', 'nowConfirm': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'dead': 0, 'heal': 2, 'showHeal': True}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
143,内蒙古,鄂尔多斯,"{'dead': 0, 'showHeal': True, 'confirm': 15, 'showRate': False, 'highRiskAreaNum': 0, 'nowConfirm': 0, 'grade': '点击查看详情', 'mtime': '2022-07-17 11:33:17', 'heal': 15, 'wzz': 0, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'adcode': '150600'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
144,内蒙古,呼伦贝尔,"{'wzz': 0, 'mediumRiskAreaNum': 0, 'dead': 0, 'heal': 658, 'showHeal': True, 'continueDayZeroLocalConfirm': 16, 'adcode': '150700', 'confirm': 658, 'showRate': False, 'continueDayZeroLocalConfirmAdd': 16, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:35:05', 'nowConfirm': 0, 'grade': '点击查看详情', 'provinceLocalConfirm': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
145,内蒙古,呼和浩特,"{'dead': 0, 'showRate': False, 'heal': 446, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '150100', 'grade': '点击查看详情', 'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'showHeal': True, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'confirm': 446, 'wzz': 0, 'mtime': '2022-07-17 11:33:16'}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
146,内蒙古,通辽,"{'dead': 0, 'grade': '点击查看详情', 'wzz': 0, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:33:17', 'confirm': 20, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '150500', 'heal': 20, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'showHeal': True, 'showRate': False, 'nowConfirm': 0}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
147,内蒙古,兴安盟,"{'dead': 0, 'wzz': 0, 'mediumRiskAreaNum': 0, 'nowConfirm': 0, 'showHeal': True, 'grade': '点击查看详情', 'highRiskAreaNum': 0, 'confirm': 3, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'adcode': '152200', 'showRate': False, 'heal': 3, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:33:17'}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
148,内蒙古,赤峰,"{'showHeal': True, 'grade': '点击查看详情', 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:33:18', 'adcode': '150400', 'nowConfirm': 0, 'confirm': 77, 'showRate': False, 'heal': 77, 'wzz': 0, 'dead': 0, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 9}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
149,内蒙古,锡林郭勒,"{'confirm': 305, 'grade': '点击查看详情', 'continueDayZeroLocalConfirm': 9, 'dead': 0, 'showHeal': True, 'continueDayZeroLocalConfirmAdd': 16, 'showRate': False, 'mediumRiskAreaNum': 0, 'nowConfirm': 0, 'heal': 305, 'wzz': 0, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:33:16', 'adcode': '152500'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
150,内蒙古,乌兰察布,"{'dead': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:33:18', 'confirm': 3, 'heal': 3, 'showHeal': True, 'wzz': 0, 'adcode': '150900', 'nowConfirm': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'showRate': False, 'provinceLocalConfirm': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
151,四川,广安,"{'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 0, 'confirm': 255, 'dead': 0, 'showHeal': True, 'nowConfirm': 224, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:35:11', 'heal': 31, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'adcode': '511600', 'showRate': False, 'grade': '点击查看详情', 'wzz': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
152,四川,境外输入,"{'wzz': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 0, 'confirm': 1421, 'dead': 0, 'provinceLocalConfirm': 0, 'nowConfirm': 154, 'continueDayZeroLocalConfirmAdd': 0, 'mtime': '2022-07-18 09:37:14', 'showRate': False, 'showHeal': True, 'highRiskAreaNum': 0, 'adcode': '', 'heal': 1267}","{'local_confirm_add': 5, 'confirm': 5, 'confirmCuts': 0, 'isUpdated': True, 'wzz_add': ''}"
153,四川,成都,"{'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 0, 'nowConfirm': 89, 'dead': 3, 'grade': '点击查看详情', 'mediumRiskAreaNum': 5, 'highRiskAreaNum': 5, 'continueDayZeroLocalConfirmAdd': 0, 'adcode': '510100', 'confirm': 340, 'showRate': False, 'heal': 248, 'showHeal': True, 'wzz': 0, 'mtime': '2022-07-18 09:37:13'}","{'confirm': 8, 'confirmCuts': 0, 'isUpdated': True, 'wzz_add': '5', 'local_confirm_add': 8}"
154,四川,巴中,"{'mtime': '2022-07-17 11:35:08', 'dead': 0, 'showRate': False, 'showHeal': True, 'wzz': 0, 'continueDayZeroLocalConfirm': 0, 'nowConfirm': 12, 'provinceLocalConfirm': 0, 'heal': 24, 'continueDayZeroLocalConfirmAdd': 5, 'adcode': '511900', 'confirm': 36, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
155,四川,乐山,"{'heal': 8, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 0, 'nowConfirm': 4, 'dead': 0, 'grade': '点击查看详情', 'confirm': 12, 'showRate': False, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-18 09:55:17', 'adcode': '511100', 'wzz': 0, 'highRiskAreaNum': 0, 'showHeal': True}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': True, 'wzz_add': '1', 'local_confirm_add': 0}"
156,四川,达州,"{'confirm': 45, 'wzz': 0, 'mediumRiskAreaNum': 0, 'adcode': '511700', 'nowConfirm': 3, 'heal': 42, 'continueDayZeroLocalConfirm': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:35:09', 'dead': 0, 'showRate': False, 'showHeal': True, 'provinceLocalConfirm': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
157,四川,广元,"{'nowConfirm': 3, 'heal': 6, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 0, 'showRate': False, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 0, 'dead': 0, 'showHeal': True, 'wzz': 0, 'mtime': '2022-07-17 09:38:30', 'adcode': '510800', 'confirm': 9}","{'confirm': 1, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '1', 'local_confirm_add': 1}"
158,四川,德阳,"{'grade': '点击查看详情', 'mediumRiskAreaNum': 0, 'mtime': '2022-07-17 11:35:10', 'confirm': 21, 'showHeal': True, 'continueDayZeroLocalConfirmAdd': 16, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 0, 'adcode': '510600', 'nowConfirm': 2, 'heal': 19, 'wzz': 0, 'dead': 0, 'showRate': False, 'provinceLocalConfirm': 0}","{'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0'}"
159,四川,眉山,"{'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirmAdd': 0, 'confirm': 11, 'dead': 0, 'nowConfirm': 2, 'adcode': '511400', 'heal': 9, 'showHeal': True, 'grade': '点击查看详情', 'wzz': 0, 'mediumRiskAreaNum': 2, 'highRiskAreaNum': 1, 'continueDayZeroLocalConfirm': 0, 'mtime': '2022-07-18 09:37:13', 'showRate': False}","{'wzz_add': '8', 'local_confirm_add': 1, 'confirm': 1, 'confirmCuts': 0, 'isUpdated': True}"
160,四川,宜宾,"{'dead': 0, 'grade': '点击查看详情', 'wzz': 0, 'continueDayZeroLocalConfirm': 0, 'confirm': 14, 'showHeal': True, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:33:16', 'heal': 13, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'adcode': '511500', 'nowConfirm': 1, 'showRate': False}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
161,四川,资阳,"{'showRate': False, 'mtime': '2022-07-17 11:35:11', 'nowConfirm': 1, 'confirm': 5, 'showHeal': True, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'dead': 0, 'heal': 4, 'continueDayZeroLocalConfirm': 0, 'adcode': '512000', 'wzz': 0, 'continueDayZeroLocalConfirmAdd': 16}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
162,四川,遂宁,"{'showRate': False, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'confirm': 22, 'continueDayZeroLocalConfirm': 0, 'mtime': '2022-07-17 11:35:09', 'adcode': '510900', 'dead': 0, 'heal': 21, 'showHeal': True, 'wzz': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'nowConfirm': 1}","{'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0}"
163,四川,绵阳,"{'confirm': 23, 'showRate': False, 'wzz': 0, 'mediumRiskAreaNum': 0, 'nowConfirm': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'dead': 0, 'heal': 23, 'adcode': '510700', 'showHeal': True, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'mtime': '2022-07-17 11:35:12'}","{'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0}"
164,四川,自贡,"{'confirm': 10, 'wzz': 0, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:35:11', 'adcode': '510300', 'dead': 0, 'showHeal': True, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'heal': 10, 'mediumRiskAreaNum': 0, 'nowConfirm': 0, 'showRate': False, 'grade': '点击查看详情', 'highRiskAreaNum': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
165,四川,泸州,"{'adcode': '510500', 'nowConfirm': 0, 'grade': '点击查看详情', 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'showRate': False, 'heal': 25, 'continueDayZeroLocalConfirm': 16, 'wzz': 0, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:35:13', 'confirm': 25, 'dead': 0, 'showHeal': True, 'provinceLocalConfirm': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
166,四川,阿坝,"{'continueDayZeroLocalConfirm': 16, 'highRiskAreaNum': 0, 'dead': 0, 'showRate': False, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '513200', 'nowConfirm': 0, 'mediumRiskAreaNum': 0, 'heal': 1, 'showHeal': True, 'wzz': 0, 'provinceLocalConfirm': 0, 'mtime': '2022-07-17 11:35:13', 'confirm': 1}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
167,四川,甘孜,"{'showRate': False, 'showHeal': True, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'dead': 0, 'mtime': '2022-07-17 11:35:12', 'confirm': 78, 'adcode': '513300', 'continueDayZeroLocalConfirmAdd': 16, 'heal': 78, 'wzz': 0, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
168,四川,南充,"{'nowConfirm': 0, 'dead': 0, 'provinceLocalConfirm': 0, 'heal': 39, 'wzz': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'confirm': 39, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'adcode': '511300', 'showRate': False, 'showHeal': True, 'mtime': '2022-07-17 11:35:09'}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
