,province,city,total,today
386,湖南,湘西自治州,"{'wzz': 0, 'highRiskAreaNum': 0, 'grade': '点击查看详情', 'mtime': '2022-07-17 11:34:45', 'adcode': '433100', 'nowConfirm': 3, 'showRate': False, 'heal': 10, 'showHeal': True, 'mediumRiskAreaNum': 0, 'confirm': 13, 'dead': 0, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 0}","{'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0}"
387,湖南,湘潭,"{'confirm': 41, 'dead': 0, 'showRate': False, 'grade': '点击查看详情', 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'nowConfirm': 2, 'showHeal': True, 'continueDayZeroLocalConfirm': 0, 'wzz': 0, 'provinceLocalConfirm': 0, 'mtime': '2022-07-17 11:32:39', 'heal': 39, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '430300'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
388,湖南,怀化,"{'dead': 0, 'mtime': '2022-07-17 11:34:44', 'adcode': '431200', 'confirm': 65, 'showRate': False, 'nowConfirm': 1, 'wzz': 0, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirmAdd': 16, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 0, 'heal': 64, 'showHeal': True, 'grade': '点击查看详情', 'mediumRiskAreaNum': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
389,湖南,郴州,"{'confirm': 40, 'dead': 0, 'provinceLocalConfirm': 0, 'adcode': '431000', 'showRate': False, 'heal': 39, 'continueDayZeroLocalConfirm': 0, 'mtime': '2022-07-17 11:32:10', 'showHeal': True, 'nowConfirm': 1, 'wzz': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
390,湖南,永州,"{'provinceLocalConfirm': 0, 'mtime': '2022-07-17 11:32:39', 'dead': 0, 'showRate': False, 'heal': 44, 'nowConfirm': 1, 'confirm': 45, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 0, 'showHeal': True, 'grade': '点击查看详情', 'wzz': 0, 'highRiskAreaNum': 0, 'adcode': '431100'}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
391,湖南,岳阳,"{'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 0, 'showRate': False, 'showHeal': True, 'grade': '点击查看详情', 'mediumRiskAreaNum': 0, 'dead': 1, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'adcode': '430600', 'nowConfirm': 1, 'heal': 157, 'confirm': 159, 'wzz': 0, 'mtime': '2022-07-17 11:32:38'}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
392,湖南,益阳,"{'continueDayZeroLocalConfirm': 16, 'adcode': '430900', 'nowConfirm': 0, 'showHeal': True, 'mtime': '2022-07-17 11:32:38', 'grade': '点击查看详情', 'continueDayZeroLocalConfirmAdd': 16, 'mediumRiskAreaNum': 0, 'confirm': 65, 'showRate': False, 'wzz': 0, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'dead': 0, 'heal': 65}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
393,湖南,衡阳,"{'wzz': 0, 'dead': 0, 'heal': 53, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'adcode': '430400', 'confirm': 53, 'showRate': False, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:32:37', 'nowConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'showHeal': True}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
394,湖南,常德,"{'showRate': False, 'heal': 82, 'mediumRiskAreaNum': 0, 'showHeal': True, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:32:38', 'nowConfirm': 0, 'confirm': 82, 'dead': 0, 'provinceLocalConfirm': 0, 'wzz': 0, 'highRiskAreaNum': 0, 'adcode': '430700'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
395,湖南,娄底,"{'heal': 82, 'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'mtime': '2022-07-17 11:32:39', 'showRate': False, 'wzz': 0, 'confirm': 82, 'dead': 0, 'showHeal': True, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '431300'}","{'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0'}"
396,湖南,株洲,"{'confirm': 110, 'dead': 0, 'showHeal': True, 'showRate': False, 'wzz': 0, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:32:37', 'heal': 110, 'grade': '点击查看详情', 'nowConfirm': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'adcode': '430200'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
397,湖南,张家界,"{'dead': 0, 'wzz': 0, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:32:37', 'confirm': 77, 'showRate': False, 'heal': 77, 'showHeal': True, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'adcode': '430800', 'nowConfirm': 0, 'highRiskAreaNum': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
398,湖南,地区待确认,"{'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 0, 'nowConfirm': -69, 'confirm': 0, 'heal': 69, 'wzz': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 1, 'provinceLocalConfirm': 0, 'dead': 0, 'showRate': False, 'showHeal': True, 'mtime': '2022-07-17 11:33:17', 'adcode': ''}","{'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '', 'local_confirm_add': 0, 'confirm': 0}"
399,湖北,境外输入,"{'continueDayZeroLocalConfirmAdd': 0, 'confirm': 129, 'heal': 126, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'wzz': 0, 'adcode': '', 'continueDayZeroLocalConfirm': 0, 'dead': 0, 'showRate': False, 'showHeal': True, 'mediumRiskAreaNum': 0, 'nowConfirm': 3, 'mtime': '2022-07-17 10:31:24'}","{'local_confirm_add': 1, 'confirm': 1, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': ''}"
400,湖北,鄂州,"{'confirm': 1395, 'heal': 1336, 'grade': '点击查看详情', 'nowConfirm': 0, 'showRate': False, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:35:16', 'adcode': '420700', 'dead': 59, 'showHeal': True, 'wzz': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
401,湖北,恩施州,"{'nowConfirm': 0, 'provinceLocalConfirm': 0, 'confirm': 253, 'heal': 246, 'showHeal': True, 'highRiskAreaNum': 0, 'wzz': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'dead': 7, 'showRate': False, 'mtime': '2022-07-17 11:35:15', 'adcode': '422800'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
402,湖北,天门,"{'dead': 15, 'heal': 483, 'showHeal': True, 'wzz': 0, 'continueDayZeroLocalConfirmAdd': 16, 'showRate': False, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'nowConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'adcode': '429006', 'confirm': 498, 'grade': '点击查看详情', 'mtime': '2022-07-17 11:35:17'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
403,湖北,荆门,"{'confirm': 971, 'highRiskAreaNum': 0, 'provinceLocalConfirm': 0, 'adcode': '420800', 'grade': '点击查看详情', 'wzz': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'heal': 930, 'showHeal': True, 'showRate': False, 'continueDayZeroLocalConfirmAdd': 16, 'mtime': '2022-07-17 11:35:17', 'nowConfirm': 0, 'dead': 41}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
404,湖北,襄阳,"{'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'adcode': '420600', 'showHeal': True, 'showRate': False, 'heal': 1135, 'dead': 40, 'wzz': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'confirm': 1175, 'mtime': '2022-07-17 11:35:16', 'nowConfirm': 0}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
405,湖北,仙桃,"{'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'dead': 22, 'confirm': 575, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:35:15', 'adcode': '429004', 'nowConfirm': 0, 'heal': 553, 'showHeal': True, 'grade': '点击查看详情', 'wzz': 0, 'showRate': False, 'continueDayZeroLocalConfirmAdd': 16, 'mediumRiskAreaNum': 0}","{'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0'}"
406,湖北,黄石,"{'nowConfirm': 0, 'dead': 39, 'mtime': '2022-07-17 11:35:14', 'adcode': '420200', 'heal': 976, 'wzz': 0, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'confirm': 1015, 'showRate': False, 'showHeal': True, 'continueDayZeroLocalConfirm': 16, 'mediumRiskAreaNum': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
407,湖北,潜江,"{'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirmAdd': 16, 'showRate': False, 'heal': 189, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:35:14', 'nowConfirm': 0, 'dead': 9, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'grade': '点击查看详情', 'wzz': 0, 'adcode': '429005', 'confirm': 198, 'showHeal': True}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
408,湖北,十堰,"{'grade': '点击查看详情', 'nowConfirm': 0, 'dead': 8, 'continueDayZeroLocalConfirmAdd': 16, 'confirm': 673, 'showRate': False, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:35:14', 'adcode': '420300', 'wzz': 0, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'heal': 665, 'showHeal': True}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
409,湖北,咸宁,"{'heal': 821, 'showHeal': True, 'highRiskAreaNum': 0, 'showRate': False, 'mtime': '2022-07-17 11:35:18', 'nowConfirm': 0, 'confirm': 836, 'wzz': 0, 'continueDayZeroLocalConfirm': 16, 'adcode': '421200', 'dead': 15, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
410,湖北,宜昌,"{'nowConfirm': 0, 'dead': 37, 'wzz': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '420500', 'showRate': False, 'provinceLocalConfirm': 0, 'mtime': '2022-07-17 11:35:16', 'confirm': 932, 'heal': 895, 'showHeal': True, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16}","{'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0'}"
411,湖北,孝感,"{'wzz': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'dead': 129, 'showRate': False, 'showHeal': True, 'highRiskAreaNum': 0, 'adcode': '420900', 'confirm': 3518, 'mediumRiskAreaNum': 0, 'heal': 3389, 'mtime': '2022-07-17 11:35:17', 'provinceLocalConfirm': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
412,湖北,神农架,"{'wzz': 0, 'confirm': 11, 'showHeal': True, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '429021', 'nowConfirm': 0, 'dead': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'showRate': False, 'grade': '点击查看详情', 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:33:28', 'heal': 11, 'provinceLocalConfirm': 0}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
413,湖北,黄冈,"{'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '421100', 'nowConfirm': 0, 'confirm': 2913, 'dead': 125, 'grade': '点击查看详情', 'wzz': 0, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:33:27', 'showRate': False, 'heal': 2788, 'showHeal': True, 'provinceLocalConfirm': 0}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
414,湖北,随州,"{'wzz': 0, 'provinceLocalConfirm': 0, 'adcode': '421300', 'mtime': '2022-07-17 11:33:28', 'nowConfirm': 0, 'showRate': False, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'confirm': 1307, 'dead': 45, 'heal': 1262, 'showHeal': True, 'continueDayZeroLocalConfirmAdd': 16}","{'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0}"
415,湖北,武汉,"{'confirm': 50424, 'showHeal': True, 'wzz': 0, 'highRiskAreaNum': 0, 'nowConfirm': 0, 'heal': 46555, 'provinceLocalConfirm': 0, 'mtime': '2022-07-17 11:33:27', 'grade': '点击查看详情', 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'dead': 3869, 'showRate': False, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '420100'}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
416,湖北,荆州,"{'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'showRate': False, 'mtime': '2022-07-17 11:35:18', 'adcode': '421000', 'showHeal': True, 'grade': '点击查看详情', 'highRiskAreaNum': 0, 'heal': 1530, 'mediumRiskAreaNum': 0, 'wzz': 0, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirmAdd': 16, 'confirm': 1582, 'dead': 52}","{'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0'}"
417,山西,境外输入,"{'dead': 0, 'heal': 142, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 0, 'nowConfirm': 1, 'showRate': False, 'mtime': '2022-07-17 11:33:29', 'showHeal': True, 'wzz': 0, 'continueDayZeroLocalConfirmAdd': 0, 'confirm': 143, 'mediumRiskAreaNum': 0, 'adcode': ''}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '', 'local_confirm_add': 0}"
418,山西,运城,"{'continueDayZeroLocalConfirmAdd': 10, 'provinceLocalConfirm': 0, 'adcode': '140800', 'nowConfirm': 1, 'confirm': 34, 'grade': '点击查看详情', 'showHeal': True, 'wzz': 0, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 0, 'dead': 0, 'showRate': False, 'heal': 33, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:32:50'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
419,山西,忻州,"{'mtime': '2022-07-17 11:34:51', 'continueDayZeroLocalConfirm': 16, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'heal': 14, 'showHeal': True, 'grade': '点击查看详情', 'wzz': 0, 'adcode': '140900', 'nowConfirm': 0, 'confirm': 14, 'dead': 0, 'showRate': False, 'continueDayZeroLocalConfirmAdd': 16}","{'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0'}"
420,山西,吕梁,"{'confirm': 6, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:34:52', 'dead': 0, 'showHeal': True, 'wzz': 0, 'highRiskAreaNum': 0, 'nowConfirm': 0, 'mediumRiskAreaNum': 0, 'showRate': False, 'heal': 6, 'provinceLocalConfirm': 0, 'adcode': '141100'}","{'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0}"
421,山西,长治,"{'highRiskAreaNum': 0, 'dead': 0, 'heal': 8, 'mediumRiskAreaNum': 0, 'provinceLocalConfirm': 0, 'nowConfirm': 0, 'confirm': 8, 'wzz': 0, 'showHeal': True, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '140400', 'showRate': False, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:34:52'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
422,山西,晋中,"{'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:34:50', 'confirm': 59, 'showRate': False, 'highRiskAreaNum': 0, 'adcode': '140700', 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'heal': 59, 'showHeal': True, 'grade': '点击查看详情', 'continueDayZeroLocalConfirmAdd': 16, 'nowConfirm': 0, 'dead': 0, 'wzz': 0}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
423,山西,大同,"{'dead': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:34:51', 'continueDayZeroLocalConfirmAdd': 16, 'showHeal': True, 'grade': '全部低风险', 'wzz': 0, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'nowConfirm': 0, 'confirm': 15, 'showRate': False, 'heal': 15, 'adcode': '140200'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
424,山西,晋城,"{'showRate': False, 'heal': 11, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'dead': 0, 'provinceLocalConfirm': 0, 'showHeal': True, 'highRiskAreaNum': 0, 'mtime': '2022-07-17 11:34:53', 'adcode': '140500', 'nowConfirm': 0, 'confirm': 11, 'grade': '点击查看详情', 'wzz': 0, 'continueDayZeroLocalConfirmAdd': 16}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
425,山西,阳泉,"{'highRiskAreaNum': 0, 'nowConfirm': 0, 'showRate': False, 'provinceLocalConfirm': 0, 'heal': 5, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '140300', 'mtime': '2022-07-17 11:34:51', 'confirm': 5, 'wzz': 0, 'continueDayZeroLocalConfirm': 16, 'dead': 0, 'showHeal': True, 'mediumRiskAreaNum': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
426,山西,太原,"{'dead': 0, 'mediumRiskAreaNum': 0, 'mtime': '2022-07-17 11:32:50', 'nowConfirm': 0, 'heal': 109, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirmAdd': 16, 'confirm': 109, 'showRate': False, 'showHeal': True, 'wzz': 0, 'continueDayZeroLocalConfirm': 16, 'adcode': '140100', 'highRiskAreaNum': 0}","{'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0}"
427,山西,朔州,"{'continueDayZeroLocalConfirmAdd': 16, 'adcode': '140600', 'dead': 0, 'showHeal': True, 'highRiskAreaNum': 0, 'heal': 20, 'grade': '点击查看详情', 'continueDayZeroLocalConfirm': 16, 'confirm': 20, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'mtime': '2022-07-17 11:32:50', 'nowConfirm': 0, 'showRate': False, 'wzz': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
428,山西,临汾,"{'dead': 0, 'showRate': False, 'mtime': '2022-07-17 11:34:52', 'adcode': '141000', 'continueDayZeroLocalConfirm': 16, 'confirm': 3, 'showHeal': True, 'wzz': 0, 'nowConfirm': 0, 'heal': 3, 'provinceLocalConfirm': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16}","{'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0}"
429,贵州,遵义,"{'heal': 55, 'showHeal': True, 'continueDayZeroLocalConfirm': 0, 'mtime': '2022-07-17 11:34:49', 'confirm': 56, 'dead': 0, 'showRate': False, 'grade': '点击查看详情', 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'nowConfirm': 1, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '520300', 'wzz': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
430,贵州,贵阳,"{'wzz': 0, 'continueDayZeroLocalConfirm': 0, 'nowConfirm': 1, 'confirm': 40, 'heal': 38, 'showHeal': True, 'mediumRiskAreaNum': 0, 'mtime': '2022-07-17 08:48:26', 'dead': 1, 'showRate': False, 'grade': '点击查看详情', 'adcode': '520100', 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 0}","{'wzz_add': '0', 'local_confirm_add': 1, 'confirm': 1, 'confirmCuts': 0, 'isUpdated': False}"
431,贵州,黔南州,"{'highRiskAreaNum': 0, 'nowConfirm': 0, 'showHeal': True, 'wzz': 0, 'dead': 0, 'continueDayZeroLocalConfirmAdd': 16, 'continueDayZeroLocalConfirm': 16, 'adcode': '522700', 'confirm': 17, 'heal': 17, 'mediumRiskAreaNum': 0, 'showRate': False, 'provinceLocalConfirm': 0, 'mtime': '2022-07-17 11:34:48'}","{'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0}"
432,贵州,安顺,"{'nowConfirm': 0, 'wzz': 0, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'confirm': 5, 'grade': '点击查看详情', 'continueDayZeroLocalConfirmAdd': 16, 'dead': 0, 'showRate': False, 'heal': 5, 'showHeal': True, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:34:50', 'adcode': '520400'}","{'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0, 'confirmCuts': 0, 'isUpdated': False}"
433,贵州,境外输入,"{'nowConfirm': 0, 'confirm': 1, 'showRate': False, 'wzz': 0, 'mtime': '2022-07-17 11:32:26', 'adcode': '', 'dead': 0, 'provinceLocalConfirm': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 0, 'heal': 1, 'showHeal': True, 'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 0}","{'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '', 'local_confirm_add': 0, 'confirm': 0}"
434,贵州,六盘水,"{'mediumRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:34:49', 'heal': 9, 'showHeal': True, 'nowConfirm': 0, 'highRiskAreaNum': 0, 'wzz': 0, 'provinceLocalConfirm': 0, 'dead': 1, 'showRate': False, 'adcode': '520200', 'confirm': 10, 'continueDayZeroLocalConfirmAdd': 16}","{'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0, 'confirm': 0}"
435,贵州,铜仁,"{'showRate': False, 'wzz': 0, 'mtime': '2022-07-17 11:34:49', 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirm': 16, 'confirm': 12, 'heal': 12, 'mediumRiskAreaNum': 0, 'dead': 0, 'continueDayZeroLocalConfirmAdd': 16, 'adcode': '520600', 'provinceLocalConfirm': 0, 'nowConfirm': 0, 'showHeal': True, 'grade': '点击查看详情'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
436,贵州,黔西南州,"{'grade': '点击查看详情', 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'dead': 0, 'mtime': '2022-07-17 11:34:48', 'nowConfirm': 0, 'confirm': 8, 'heal': 8, 'adcode': '522300', 'showRate': False, 'showHeal': True, 'wzz': 0, 'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
437,贵州,黔东南州,"{'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'showHeal': True, 'wzz': 0, 'mediumRiskAreaNum': 0, 'highRiskAreaNum': 0, 'continueDayZeroLocalConfirmAdd': 16, 'nowConfirm': 0, 'confirm': 14, 'dead': 0, 'showRate': False, 'heal': 14, 'grade': '点击查看详情', 'adcode': '522600', 'mtime': '2022-07-17 11:32:49'}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
438,贵州,毕节,"{'provinceLocalConfirm': 0, 'continueDayZeroLocalConfirm': 16, 'mtime': '2022-07-17 11:34:50', 'nowConfirm': 0, 'dead': 0, 'showHeal': True, 'wzz': 0, 'mediumRiskAreaNum': 0, 'adcode': '520500', 'confirm': 23, 'showRate': False, 'continueDayZeroLocalConfirmAdd': 16, 'heal': 23, 'highRiskAreaNum': 0}","{'confirm': 0, 'confirmCuts': 0, 'isUpdated': False, 'wzz_add': '0', 'local_confirm_add': 0}"
